uv_power_mw_cm2,exposure_seconds,dose_mJ_cm2,distance_cm,temp_c,initial_cfu_log,D90_mJ_cm2,spectral_410nm,spectral_435nm,spectral_500nm,spectral_560nm,spectral_585nm,spectral_630nm,target_log_reduction
1.2311,353.766,435.535,29.606,29.79,7.645,6.012,1032.75,966.59,944.16,1024.05,984.06,801.37,7.645
1.7969,319.505,574.115,13.804,23.58,3.814,3.256,938.79,924.37,880.23,759.38,947.55,666.7,3.721
1.6217,160.193,259.794,16.027,29.01,7.167,2.367,1050.15,912.46,885.35,968.32,783.98,923.82,7.167
1.1704,539.722,631.706,16.133,11.69,4.933,3.627,1093.52,890.21,866.06,879.32,885.88,871.58,4.933
1.4631,556.456,814.174,16.644,8.28,2.984,8.108,907.06,942.22,717.96,795.94,813.08,749.99,2.956
0.736,241.866,178.012,16.014,17.08,6.013,1.518,1029.78,983.82,948.33,860.73,850.0,871.87,6.013
1.2855,534.236,686.772,1.254,16.86,6.105,3.396,969.07,884.66,933.74,868.24,902.5,819.06,6.105
0.9377,230.677,216.306,1.05,8.55,3.722,8.027,902.75,894.4,896.6,835.53,732.48,780.86,3.647
0.388,442.222,171.57,3.832,23.06,2.165,6.235,817.02,854.8,792.37,690.64,650.72,656.96,2.155
1.4065,285.827,402.005,3.945,13.41,3.199,5.448,841.55,921.88,884.74,734.67,817.63,743.11,3.123
1.1174,73.989,82.672,21.442,8.85,4.399,3.379,835.69,946.38,873.51,817.32,767.5,778.07,4.361
0.7237,556.797,402.93,6.943,12.63,3.005,5.076,922.52,871.65,820.6,823.16,785.51,767.59,3.005
1.8236,272.731,497.343,26.947,18.66,3.164,3.655,844.51,835.78,854.14,853.55,795.1,821.04,3.164
0.0517,440.825,22.773,27.93,22.89,4.348,2.852,874.51,898.82,837.08,746.9,800.75,794.83,4.348
0.6384,220.621,140.842,29.301,16.53,7.771,2.3,1027.63,907.58,970.69,892.9,969.24,908.59,7.711
0.1232,11.819,1.456,28.233,17.67,6.585,6.96,1052.7,866.31,984.36,812.62,834.67,777.09,1.274
1.5354,60.768,93.302,8.885,7.61,3.918,4.849,927.85,798.76,859.13,860.82,803.6,897.68,3.918
1.4072,297.984,419.321,15.784,27.78,7.71,5.786,1043.65,1024.57,950.18,1004.9,973.99,993.22,7.552
0.6694,414.134,277.217,6.088,28.15,5.874,5.379,973.5,926.46,853.87,869.67,865.35,863.25,5.874
1.3546,201.174,272.504,24.38,21.77,4.733,6.102,946.31,863.94,862.57,935.31,779.15,769.96,4.717
0.7979,417.445,333.086,26.765,4.46,4.81,4.363,992.52,918.69,844.97,937.66,838.81,811.23,4.81
1.5149,419.332,635.265,25.687,17.96,4.464,3.796,869.74,991.38,880.43,819.4,727.86,715.11,4.464
0.9138,422.51,386.1,13.568,20.36,3.398,2.962,893.85,876.51,752.69,790.74,752.97,802.44,3.398
0.8304,295.767,245.616,23.002,29.86,4.32,1.465,878.05,904.83,779.75,850.7,934.62,667.63,4.281
1.8701,548.974,1026.644,3.83,29.9,5.167,2.195,914.84,952.31,835.55,691.07,860.94,787.61,5.167
0.5092,293.773,149.604,2.167,26.3,5.168,4.086,907.77,920.23,865.46,787.68,812.51,844.26,5.168
0.2497,270.434,67.525,22.844,5.66,6.57,0.992,1015.8,919.98,922.91,1018.03,899.78,955.09,6.565
1.1732,120.029,140.823,13.335,28.79,4.153,1.544,842.02,945.68,911.84,749.84,773.41,824.6,4.153
1.939,184.939,358.588,29.871,19.93,6.301,7.605,890.54,975.59,994.02,924.63,876.83,869.25,6.178
0.7619,25.88,19.718,3.82,24.82,5.469,5.56,878.37,931.09,836.76,777.73,828.31,776.53,5.305
0.1335,380.304,50.753,25.813,14.59,7.771,3.87,945.1,1050.97,944.52,994.88,893.9,851.85,7.61
0.6852,149.497,102.438,14.92,12.31,4.312,10.679,1001.21,990.14,854.66,852.25,809.18,667.63,4.27
1.0168,182.841,185.914,24.987,16.04,7.407,0.879,1046.67,1097.69,952.72,915.59,874.29,858.22,7.407
0.3322,462.603,153.689,24.697,7.82,6.924,7.439,1065.55,952.28,897.37,873.15,943.61,994.37,6.924
1.3196,196.669,259.529,27.564,13.28,5.826,4.721,992.29,960.02,950.19,962.82,889.67,855.95,5.746
1.9955,145.696,290.74,9.638,26.3,5.927,6.963,933.34,970.73,938.63,850.86,833.1,870.96,5.927
0.909,101.85,92.578,28.544,4.99,2.508,5.272,909.02,789.17,848.09,758.14,636.57,639.26,2.508
0.7159,465.028,332.918,5.398,7.92,7.701,0.8,1025.6,1096.42,1047.59,1021.81,867.82,952.87,7.65
0.8074,78.259,63.186,3.377,7.25,2.642,5.239,868.4,896.39,792.34,742.32,712.15,853.65,2.518
0.2391,272.525,65.172,13.517,14.48,5.379,5.839,973.69,908.52,909.11,866.46,891.33,812.7,5.379
1.7677,304.405,538.1,25.021,29.92,3.98,0.8,888.45,938.95,830.74,782.82,796.99,791.48,3.885
0.8355,412.59,344.72,14.729,8.51,4.579,9.86,1016.43,884.08,980.71,819.02,772.27,715.55,4.514
0.7807,380.153,296.777,25.049,7.78,5.661,5.778,986.29,870.46,983.6,898.9,942.05,799.91,5.661
1.3228,486.527,643.57,22.161,27.79,7.453,6.68,1111.26,998.72,951.44,931.98,865.64,1071.77,7.453
0.8896,27.328,24.313,7.073,26.93,4.745,2.086,1077.3,950.79,957.76,996.23,838.69,771.12,4.665
1.3,178.216,231.678,28.518,4.84,7.926,6.727,1012.66,1005.97,970.7,1035.28,868.52,1039.52,7.867
0.1323,168.44,22.281,2.763,23.54,5.557,7.724,899.75,954.29,890.57,818.72,844.73,984.29,5.211
1.6293,88.037,143.44,27.05,21.04,2.963,5.634,837.12,800.19,933.95,699.64,684.49,801.87,2.919
1.8816,173.862,327.14,9.829,23.96,3.14,4.977,866.29,818.89,908.19,776.5,764.98,742.01,3.14
1.301,186.204,242.26,15.504,16.86,6.297,2.766,1046.55,944.16,948.1,965.8,942.26,758.5,6.254
1.9096,313.37,598.407,13.248,29.78,2.302,4.459,788.93,867.18,797.09,743.87,699.55,756.88,2.271
0.3114,398.391,124.039,5.983,5.14,4.882,3.72,986.91,879.67,815.98,911.99,818.67,799.15,4.882
0.9601,228.97,219.824,11.386,10.09,2.889,6.43,921.38,791.97,788.78,787.99,882.39,781.0,2.889
1.2076,431.822,521.467,6.595,14.31,4.599,2.875,952.61,894.24,816.43,812.77,807.61,774.6,4.599
1.1677,202.031,235.903,6.913,15.69,6.5,6.412,964.36,973.87,897.94,872.51,905.41,885.16,6.427
0.8089,174.525,141.175,6.425,27.96,4.753,2.903,921.6,945.4,862.96,827.89,791.76,845.36,4.71
0.6828,324.942,221.867,15.182,18.56,2.981,4.344,903.0,863.94,864.93,757.13,846.19,771.75,2.898
0.2624,14.718,3.862,24.14,5.17,3.512,6.54,846.03,844.72,794.56,752.97,844.35,830.83,1.63
0.7896,48.334,38.163,17.5,14.6,4.205,3.241,884.52,890.65,821.29,794.3,791.63,795.24,4.205
0.3337,251.073,83.782,26.903,14.83,2.417,6.626,844.88,859.59,841.71,737.61,785.9,735.73,2.369
1.4714,565.776,832.476,19.46,29.1,5.506,6.382,1081.99,1033.49,877.55,929.54,935.84,721.85,5.477
0.4256,433.046,184.293,20.991,19.58,5.645,4.323,911.32,854.97,915.59,951.67,743.13,806.07,5.62
0.1265,53.332,6.749,20.361,20.53,2.373,7.904,837.16,852.1,825.92,839.4,794.66,724.19,1.239
1.1092,507.868,563.331,14.034,22.54,4.414,5.194,901.42,957.93,856.99,877.16,779.14,660.75,4.36
1.1945,439.514,525.003,20.991,24.02,4.484,7.756,963.9,894.37,884.64,794.88,884.78,896.04,4.484
1.7451,366.762,640.04,3.022,20.51,4.003,9.484,947.83,824.4,940.22,896.65,767.57,826.91,3.933
1.1582,492.266,570.139,25.936,10.17,5.346,4.397,915.56,850.52,902.22,808.03,876.6,951.17,5.346
0.6975,242.764,169.329,23.557,26.73,4.076,6.612,887.84,952.53,841.16,832.13,695.17,734.54,3.971
1.608,133.29,214.329,8.112,23.04,4.498,3.406,867.6,884.37,866.16,853.44,852.06,753.73,4.487
1.0852,307.458,333.64,23.273,23.29,6.785,2.418,1049.55,972.27,831.5,1055.81,885.69,858.33,6.74
0.1678,329.531,55.285,1.367,29.91,2.973,4.511,807.36,763.42,784.76,764.92,831.67,743.22,2.875
1.136,323.227,367.199,7.3,24.87,5.715,1.593,946.69,922.57,926.8,783.01,753.34,772.19,5.715
1.817,339.262,616.424,2.889,25.56,5.034,2.656,971.13,972.25,982.22,891.0,849.99,740.67,5.034
0.7987,569.249,454.637,23.627,28.74,3.83,6.479,956.31,795.37,851.3,891.57,927.69,771.81,3.753
0.5997,541.396,324.669,22.92,7.93,6.365,3.716,988.13,998.16,913.7,894.16,893.04,906.25,6.348
0.2955,525.492,155.285,24.595,16.94,5.307,6.776,985.87,812.07,841.42,833.88,866.22,799.17,5.307
0.3114,480.949,149.756,1.13,19.09,4.864,5.749,954.68,845.86,980.53,756.81,852.43,825.82,4.719
0.8712,566.085,493.182,15.536,12.56,6.006,9.628,921.32,971.64,915.82,906.69,743.9,850.8,5.894
1.1954,59.548,71.183,21.44,25.82,6.814,6.311,924.63,1049.41,879.52,1022.63,882.75,908.22,6.814
0.1704,159.441,27.173,5.507,23.82,7.836,7.786,966.31,1066.06,1084.48,1066.78,1002.17,911.89,7.512
1.8797,297.286,558.821,19.844,22.74,5.776,6.005,955.74,1027.48,871.89,880.82,720.14,741.45,5.776
1.5127,507.997,768.456,3.439,29.93,7.247,5.778,1058.62,1086.22,912.62,880.49,993.24,914.84,7.139
1.1774,303.347,357.155,6.258,10.74,2.007,7.912,800.69,863.64,706.06,785.71,734.41,720.49,2.007
1.6586,448.947,744.62,14.798,23.12,5.181,6.672,908.82,846.43,956.07,865.17,939.59,780.83,5.157
0.1696,83.806,14.211,19.953,18.34,3.288,5.525,882.04,918.41,875.15,772.05,799.6,711.34,3.023
0.9589,151.822,145.584,5.23,12.14,2.565,5.514,877.27,908.15,879.67,809.09,727.69,712.71,2.565
1.2639,439.2,555.098,6.371,8.18,5.192,6.346,975.9,918.59,938.72,899.95,908.38,789.06,5.091
1.659,99.258,164.671,6.929,27.29,6.481,3.322,1111.07,1065.03,955.87,902.48,940.47,862.31,6.481
1.5691,211.138,331.297,7.922,19.48,4.474,3.216,923.53,943.7,867.53,796.92,865.15,727.95,4.474
0.5614,159.287,89.419,7.57,25.45,6.021,8.564,915.72,983.9,961.86,936.5,844.95,899.07,6.021
1.8824,210.242,395.75,12.459,18.18,4.938,9.661,880.49,940.93,864.64,927.93,937.02,798.83,4.852
0.2574,425.14,109.452,19.96,9.72,4.623,2.678,938.58,940.19,836.68,897.66,792.62,784.15,4.572
1.7515,221.024,387.128,13.703,12.78,3.742,3.328,890.25,934.5,771.91,721.24,854.43,694.5,3.742
1.9422,333.38,647.482,23.503,13.92,4.296,7.856,872.16,988.71,928.12,790.4,708.68,866.73,4.28
0.3625,60.409,21.9,21.859,29.3,4.099,6.334,892.22,850.55,798.69,929.7,781.99,695.03,3.933
1.4469,483.108,699.015,4.669,4.15,5.877,6.691,933.32,993.32,952.37,836.34,824.84,842.85,5.877
0.0902,222.248,20.04,2.416,29.63,2.696,7.242,842.76,900.61,871.39,862.83,676.39,772.6,2.505
0.8168,389.296,317.974,26.46,29.49,2.556,4.398,857.23,797.9,821.71,855.08,813.1,688.4,2.484
1.0374,435.371,451.656,3.315,29.9,5.96,5.825,1013.97,945.48,855.48,986.16,734.2,860.82,5.96
1.1655,126.192,147.074,5.302,16.39,5.278,5.63,968.22,1031.63,838.63,818.14,893.33,832.87,5.278
1.8725,530.863,994.048,1.642,29.06,4.581,2.854,894.83,886.12,827.23,836.44,763.49,846.37,4.556
1.3478,369.926,498.579,19.222,14.29,2.915,5.788,890.64,819.61,913.09,834.67,841.36,792.38,2.886
0.9677,257.521,249.214,17.889,4.68,4.466,8.094,930.02,950.37,944.86,868.63,765.85,780.3,4.393
1.6213,109.81,178.03,29.62,9.83,6.738,4.165,950.69,866.99,966.23,930.42,727.66,853.02,6.738
1.9016,565.409,1075.16,26.721,28.58,7.338,5.381,1001.4,1035.98,957.5,968.79,871.79,1010.66,7.309
0.0539,453.163,24.431,12.914,4.36,6.215,5.517,899.69,945.4,951.18,843.46,905.43,884.68,6.08
1.9652,125.211,246.066,11.776,18.2,2.359,4.288,933.22,883.57,814.06,755.0,741.23,723.05,2.257
0.1814,202.958,36.817,9.609,5.97,6.022,6.692,985.32,1035.23,945.11,797.71,870.88,873.21,6.022
1.6306,485.9,792.323,5.42,11.45,3.446,3.3,833.34,855.96,823.88,774.29,845.45,798.7,3.405
0.5679,417.559,237.117,5.004,6.29,3.892,8.332,893.73,929.04,846.66,782.66,868.84,786.42,3.73
0.273,459.588,125.485,4.836,26.35,3.175,6.566,782.84,817.6,788.04,837.82,796.13,863.58,3.079
0.8853,265.0,234.608,4.309,19.37,6.655,2.658,1141.9,1037.07,892.35,955.26,972.87,872.56,6.636
1.2915,430.028,555.369,7.975,27.45,5.892,9.245,1020.01,932.3,851.82,920.99,924.74,818.26,5.875
0.7681,232.203,178.354,9.893,21.9,5.671,5.42,948.26,990.54,940.44,896.98,831.63,899.02,5.652
0.1186,127.152,15.078,28.886,29.25,6.008,3.193,1003.56,932.03,932.02,854.65,924.5,785.61,5.924
1.2029,379.79,456.86,17.776,17.26,3.421,7.761,806.23,861.05,884.59,807.47,846.41,733.97,3.303
1.8058,585.62,1057.503,29.64,20.61,4.668,6.237,848.07,961.35,818.39,803.03,783.08,881.67,4.598
0.7726,186.705,144.248,11.802,18.98,5.8,0.8,851.24,1023.87,855.46,727.39,918.83,837.1,5.8
0.4405,276.851,121.954,14.271,16.59,5.82,3.686,942.98,986.64,1010.52,794.86,850.85,778.21,5.82
0.8907,404.564,360.357,10.413,25.99,6.751,5.698,1034.64,1107.7,1050.53,882.7,893.06,891.39,6.751
0.1062,325.133,34.543,6.304,20.76,3.723,0.8,845.37,880.28,835.62,868.43,882.54,771.03,3.723
1.6428,506.135,831.463,5.152,24.83,6.622,5.213,1010.85,1033.3,889.8,821.86,826.17,927.31,6.622
1.6544,457.165,756.342,28.407,24.45,4.641,5.395,904.92,980.32,841.38,801.0,843.45,878.15,4.551
1.1801,35.449,41.834,29.618,8.97,6.021,2.041,919.64,847.17,936.31,883.2,876.25,896.16,6.021
0.7127,599.054,426.93,2.302,20.9,4.734,5.677,1001.23,994.55,847.93,894.83,872.46,910.57,4.645
1.6016,451.565,723.213,5.36,9.19,7.692,5.019,1084.19,1063.82,922.25,975.28,871.98,976.25,7.603
1.1138,518.41,577.419,13.282,19.17,3.076,2.022,916.74,857.77,847.67,767.53,775.54,808.96,3.076
1.6536,390.893,646.383,6.404,21.61,6.05,7.299,1036.1,998.98,905.26,932.84,867.36,795.29,6.05
1.2666,513.843,650.835,11.553,29.93,5.459,7.095,986.62,971.88,900.74,947.44,897.8,935.56,5.444
1.571,67.874,106.627,4.744,4.79,3.036,4.276,902.04,916.54,747.57,784.66,702.78,859.5,3.036
1.2011,208.969,251.001,14.239,6.37,2.396,4.504,958.4,798.73,844.78,642.21,638.53,648.18,2.396
0.8341,525.914,438.687,8.879,6.0,6.795,6.816,955.73,1100.0,918.53,947.71,825.2,817.22,6.733
1.9163,121.392,232.626,11.205,14.36,2.945,4.498,914.88,812.37,878.04,839.36,860.55,677.5,2.858
1.0868,47.406,51.522,3.735,25.36,3.119,0.8,901.1,801.29,830.61,826.92,895.7,747.16,3.119
1.2141,472.977,574.255,13.416,25.95,7.871,6.217,946.75,1047.41,926.84,970.05,870.64,966.03,7.871
0.4488,501.374,225.002,29.514,23.16,6.304,2.967,989.93,1002.29,935.87,973.41,998.04,832.37,6.304
1.255,98.01,123.007,10.536,27.32,3.503,4.025,900.9,869.4,756.59,705.35,760.76,730.07,3.29
1.1475,512.68,588.3,26.416,12.39,5.546,8.645,920.14,815.92,861.44,764.61,728.18,904.74,5.546
0.3778,412.217,155.747,25.453,6.29,5.205,4.665,986.59,869.62,980.21,920.07,847.09,887.58,5.164
0.1286,312.29,40.154,28.61,5.51,7.067,5.004,958.52,917.98,895.87,997.99,983.27,949.16,6.953
1.2127,498.235,604.197,23.913,26.16,6.376,6.274,1015.74,953.08,918.12,844.58,894.02,868.69,6.371
1.5297,251.84,385.252,20.128,22.99,6.99,6.263,988.77,1047.32,987.42,964.88,940.3,899.92,6.99
1.0516,116.799,122.823,25.841,22.16,3.269,2.702,796.78,835.49,863.28,820.5,765.05,711.63,3.269
0.4613,171.269,79.003,3.194,12.83,5.841,4.849,1031.62,922.43,890.46,985.31,842.57,847.86,5.841
1.3364,303.346,405.385,14.422,13.88,2.241,5.09,820.85,824.87,761.24,758.56,786.72,720.65,2.185
0.1694,319.033,54.047,29.688,28.91,2.414,5.68,837.09,871.22,715.72,794.58,840.96,593.37,2.352
0.8892,483.446,429.904,23.318,5.66,6.281,5.723,1090.92,1009.81,1018.96,1033.47,886.46,866.56,6.281
0.3351,474.916,159.144,28.9,24.12,2.147,11.469,780.88,843.73,811.86,757.41,731.36,640.25,2.067
0.3771,349.029,131.61,23.609,12.05,5.479,2.06,966.44,952.65,853.37,821.29,785.66,877.55,5.479
0.4126,468.581,193.32,26.372,5.02,7.042,7.45,1024.91,1033.5,878.82,862.61,982.72,857.58,7.042
0.7795,115.468,90.013,21.489,23.31,4.28,7.958,900.18,862.46,873.74,761.67,806.54,772.63,4.28
0.1118,30.514,3.411,23.055,12.6,2.269,6.232,914.6,925.81,789.22,772.88,715.98,662.29,0.831
0.8016,524.243,420.238,16.172,22.78,6.283,3.374,1020.37,946.28,1000.84,986.12,942.09,808.47,6.255
1.0283,45.795,47.091,27.803,22.4,7.578,9.162,1064.36,982.42,1022.65,987.15,894.54,858.16,7.417
0.9718,148.39,144.199,24.926,17.9,6.303,0.8,1041.62,929.58,953.15,844.08,844.34,941.97,6.256
0.7717,417.344,322.081,25.473,24.21,5.471,3.292,1037.31,965.29,949.29,880.68,815.19,731.68,5.471
1.6799,245.964,413.195,20.517,19.11,3.38,7.929,797.35,989.55,901.57,822.17,732.85,723.82,3.38
0.2992,525.85,157.334,9.833,11.45,2.092,4.075,941.33,776.56,825.78,659.27,708.83,857.26,2.092
1.0163,179.139,182.065,2.033,23.09,6.168,8.991,879.06,930.14,1005.47,901.39,941.58,805.82,6.122
0.1335,7.617,1.017,28.134,19.32,3.386,1.22,981.81,914.28,787.5,925.86,820.15,763.4,2.041
0.1516,180.743,27.401,17.997,4.33,7.149,2.22,1055.75,1009.19,896.89,984.96,938.21,939.8,7.102
1.152,347.056,399.806,9.646,27.44,4.798,3.671,940.65,895.92,814.96,732.32,799.79,938.71,4.707
1.1364,225.875,256.679,5.325,18.19,5.184,6.043,919.05,900.16,896.95,918.55,882.65,904.74,5.184
1.7573,321.156,564.364,25.056,26.58,6.524,4.445,1111.72,1014.85,828.91,871.13,776.15,849.7,6.524
1.1202,526.021,589.232,25.259,26.95,6.677,3.774,1039.66,960.41,1030.15,907.23,969.41,865.36,6.633
1.92,547.535,1051.258,24.621,15.57,5.856,8.551,946.79,965.01,881.68,883.93,810.26,851.81,5.856
0.1069,159.951,17.099,19.707,17.2,7.631,8.784,1001.42,1083.77,1036.21,922.02,854.88,951.4,6.577
0.205,277.553,56.908,11.614,14.81,7.894,3.964,1014.14,920.25,918.23,822.38,998.18,864.18,7.894
0.0977,329.712,32.21,9.818,15.69,7.681,0.8,995.16,916.38,1027.89,987.66,914.73,1016.09,7.681
0.3787,569.493,215.667,1.248,27.27,6.945,0.8,936.64,1029.29,1058.94,935.02,894.86,721.44,6.905
1.0871,599.171,651.375,25.175,24.49,6.234,5.598,1000.36,1050.34,935.37,857.87,955.79,911.31,6.234
1.2947,141.627,183.362,3.536,7.29,5.98,6.64,996.24,965.44,935.24,983.38,854.25,848.33,5.98
0.1007,436.324,43.944,19.292,19.87,2.623,5.157,878.11,856.26,783.11,707.05,810.31,560.98,2.584
1.8925,227.13,429.839,15.618,29.89,3.629,4.823,937.31,944.02,808.39,682.33,858.2,663.67,3.609
1.6859,5.361,9.038,16.274,19.48,2.034,2.989,807.76,778.69,818.58,722.37,658.7,797.35,1.927
0.6003,6.047,3.63,27.875,24.43,2.824,6.637,869.57,894.22,804.94,740.53,775.59,760.02,1.074
0.1636,276.609,45.254,1.917,24.0,4.635,9.195,916.99,885.55,955.83,908.48,817.83,842.96,4.551
0.3481,293.257,102.075,23.428,13.11,2.879,0.8,830.25,757.94,744.81,779.37,682.18,878.41,2.879
0.2626,14.031,3.685,2.51,13.67,7.41,4.806,1074.46,958.32,912.39,989.76,827.95,844.51,3.859
0.2553,412.313,105.278,2.106,22.83,6.834,2.574,1024.12,936.63,827.47,887.37,722.01,945.25,6.785
1.0419,176.755,184.168,13.465,17.0,2.43,1.274,897.4,839.82,800.13,786.67,738.1,895.0,2.43
0.4992,336.156,167.821,2.829,18.83,3.493,2.175,920.76,822.96,829.78,680.16,762.15,817.44,3.403
0.7227,180.901,130.737,23.885,22.54,6.914,5.949,920.23,921.45,903.64,898.11,806.71,908.16,6.884
1.9791,100.697,199.291,16.357,24.22,6.818,6.012,1070.18,1025.54,1012.17,870.1,882.19,870.75,6.752
1.3718,244.601,335.54,1.842,11.06,7.673,8.651,1094.43,1007.94,963.1,982.84,927.23,902.05,7.663
1.8985,139.748,265.307,2.175,7.82,7.985,5.022,1018.99,1037.25,1126.93,813.7,863.93,919.38,7.92
0.2937,321.113,94.307,18.767,11.59,7.858,0.8,1123.97,1046.48,1011.25,891.47,907.64,876.25,7.838
0.7705,119.698,92.222,24.377,17.2,4.461,4.405,935.79,875.87,829.63,955.12,902.85,744.68,4.403
1.1139,305.289,340.067,13.696,12.9,3.502,1.534,1008.16,853.97,806.66,878.82,815.03,779.09,3.502
0.1627,94.848,15.436,17.083,18.78,6.55,1.983,989.51,978.61,908.02,813.88,954.7,905.58,6.55
0.0183,402.749,7.384,24.195,5.39,3.796,6.451,1002.53,947.02,857.61,791.54,742.47,849.61,2.507
1.3442,452.486,608.215,18.705,17.25,6.838,5.485,962.24,964.4,943.48,822.14,993.28,894.55,6.838
1.2872,66.681,85.834,7.518,13.57,5.204,6.469,1026.05,899.96,932.02,750.57,833.15,765.76,5.127
0.8275,280.948,232.476,18.779,17.9,6.764,4.106,969.83,955.38,953.07,867.52,1009.74,801.04,6.638
0.9844,42.988,42.317,19.22,14.99,3.655,6.976,1004.6,921.44,831.93,794.25,690.49,798.24,3.647
0.8367,359.11,300.479,22.289,11.39,5.048,3.966,947.32,921.57,898.23,941.7,777.61,763.8,5.048
0.0578,159.01,9.186,19.005,27.51,5.384,7.792,973.38,1006.11,909.31,905.26,814.94,873.52,3.582
0.6774,316.811,214.604,29.108,8.8,7.659,5.862,1054.23,1150.7,955.54,948.05,934.88,826.49,7.552
0.3624,310.718,112.602,6.721,21.72,3.6,4.483,852.7,909.05,940.73,842.7,711.75,840.22,3.6
0.2059,554.65,114.183,28.582,28.04,7.62,5.53,1065.27,979.48,1020.65,963.75,1007.57,906.92,7.569
1.9139,329.675,630.957,16.612,18.01,6.829,4.955,903.11,996.07,1016.85,1002.16,985.45,921.57,6.829
1.2027,350.008,420.963,20.487,26.79,6.385,8.99,889.13,997.03,966.27,899.6,914.39,827.45,6.318
1.46,241.291,352.291,3.884,7.25,6.721,5.614,1010.57,1049.52,880.55,914.73,973.64,845.59,6.721
0.6376,569.473,363.081,12.037,16.84,5.633,4.996,856.78,913.06,813.76,900.35,920.66,906.85,5.633
0.7924,466.423,369.576,23.312,15.88,3.464,4.404,898.97,852.47,681.53,783.97,800.45,797.51,3.369
0.4815,171.6,82.622,21.5,4.21,3.137,7.108,846.74,794.46,767.28,820.89,760.94,787.66,3.137
0.203,506.604,102.821,2.164,15.52,7.198,6.77,1052.05,946.98,1045.12,984.47,993.68,835.98,7.198
0.3663,259.722,95.129,16.851,13.59,6.351,4.315,890.5,1016.8,933.39,870.74,921.16,899.0,6.232
1.5971,497.286,794.192,3.56,21.41,3.279,2.111,980.6,868.96,820.88,773.21,764.99,719.39,3.279
1.3583,493.821,670.766,29.88,28.4,5.691,2.745,1059.13,941.67,949.05,915.2,909.9,975.61,5.691
1.0984,113.728,124.917,27.022,6.23,4.685,4.54,872.44,906.39,886.48,833.68,787.76,812.36,4.685
0.9554,420.834,402.077,1.611,12.51,2.952,8.372,813.31,864.63,720.24,684.34,773.02,813.21,2.952
1.8456,174.74,322.509,25.901,15.55,5.191,4.375,1043.19,890.07,916.0,827.82,807.14,749.46,5.163
0.1547,178.847,27.675,27.663,15.83,3.689,3.515,846.34,821.0,864.79,823.0,800.48,774.24,3.689
0.5684,178.161,101.266,11.253,24.15,2.577,0.8,863.51,907.06,823.55,874.08,738.93,748.28,2.577
0.7064,435.478,307.611,21.866,15.53,4.802,8.784,1021.35,868.28,894.41,890.14,896.06,714.5,4.802
1.567,138.281,216.69,13.821,4.71,5.541,6.423,955.5,970.29,797.32,962.9,783.91,646.12,5.418
1.9851,1.043,2.071,20.002,22.46,2.281,6.99,927.72,800.65,765.26,745.96,703.0,731.65,0.688
0.4889,429.284,209.892,10.869,27.01,4.413,7.404,888.77,821.12,800.85,875.15,797.27,684.64,4.32
1.7499,103.125,180.456,10.354,17.36,3.546,4.588,776.37,852.65,827.89,813.42,848.33,766.13,3.546
1.6629,63.137,104.993,13.309,19.11,2.184,5.211,918.06,818.81,865.71,734.34,748.33,710.5,2.184
0.4571,142.891,65.311,5.221,8.24,2.754,8.722,882.35,862.6,764.7,764.36,594.8,577.83,2.65
0.8047,228.25,183.667,25.103,9.74,2.834,5.449,869.44,848.39,836.91,728.57,779.52,667.55,2.834
0.8252,285.806,235.861,11.112,10.11,3.097,6.469,846.25,855.8,755.88,779.2,804.51,755.35,3.022
1.9567,27.22,53.26,12.604,15.2,6.82,7.176,926.17,960.52,914.3,834.85,900.02,937.04,6.82
0.37,582.359,215.458,26.928,28.13,4.637,6.607,980.94,841.8,820.01,831.05,795.47,749.6,4.58
1.6003,429.78,687.787,15.402,17.57,2.883,4.68,839.64,893.6,911.96,730.01,837.75,654.29,2.763
0.675,194.255,131.13,16.783,8.99,2.602,4.915,839.6,800.76,754.82,791.24,724.92,629.59,2.602
1.4644,191.559,280.525,28.738,10.92,3.788,6.944,896.66,948.41,827.51,831.85,861.99,722.26,3.788
0.8458,269.401,227.865,26.715,13.98,6.788,6.94,1050.44,968.87,981.01,954.44,930.84,800.51,6.788
1.1609,375.934,436.435,5.915,20.2,4.187,7.921,981.14,956.93,736.94,863.81,794.3,755.82,4.119
1.6669,88.251,147.105,14.723,15.44,2.959,6.378,884.37,874.98,815.32,749.11,739.28,741.5,2.808
1.6103,113.763,183.192,29.168,14.2,4.425,6.492,902.47,896.71,832.19,789.75,842.66,849.36,4.425
